Material composition,O p-band center (eV),Predicted Log k* (cm/s),Bandgap (eV),Charge transfer gap (eV),Energy above convex hull (meV/atom),Formation energy (eV/atom)
Ba4Y4Cr8O24,-1.852,-4.4421,0,1.499,160.8491605,-1.958316172
Ca2Y6Cr8O24,-2.338,-6.0682,0,0,43.46433055,-2.242836205
Ca4Y4Cr8O24,-2.227,-5.6968,0.316,0.345,63.96485561,-2.096362951
Dy2Y6Cr8O24,-2.073,-5.1815,2.215,2.243,21.35392388,-2.397843427
Dy4Y4Cr8O24,-2.136,-5.3923,2.225,2.253,28.48129225,-2.397640144
Gd2Y6Cr8O24,-3.667,-10.5147,0.83,0.857,0,-2.809001198
Gd4Y4Cr8O24,-3.792,-10.933,0.713,0.768,0,-2.798594687
Y6Ho2Cr8O24,-2.205,-5.6232,2.215,2.271,21.28138975,-2.399311248
Y4Ho4Cr8O24,-2.169,-5.5027,2.225,2.253,28.314724,-2.400597286
Nd2Y6Cr8O24,-2.041,-5.0745,2.181,2.237,26.35395975,-2.372191667
Nd4Y4Cr8O24,-2.081,-5.2083,2.162,2.19,33.885364,-2.350932624
Sm2Y6Cr8O24,-2.046,-5.0912,2.211,2.239,9.319248469,-2.381583277
Sm4Y4Cr8O24,-2.11,-5.3053,2.163,2.219,2.550441438,-2.366981344
Sr2Y6Cr8O24,-2.26,-5.8072,0,0,61.11953163,-2.218911622
Sr4Y4Cr8O24,-2.131,-5.3756,0.288,0.317,93.06800775,-2.054721035
Y8Cr7Co1O24,-2.287,-5.8975,0.531,0.587,21.53240718,-2.328096577
Y8Cr6Co2O24,-2.302,-5.9477,0.475,0.531,28.66375885,-2.258320944
Y8Cr7Fe1O24,-2.233,-5.7169,2.058,2.094,12.40117081,-2.367473362
Y8Cr6Fe2O24,-2.248,-5.7671,1.954,2.025,11.01778613,-2.336458015
Y8Cr4Fe4O24,-2.171,-5.5094,1.899,1.97,7.99376675,-2.274684571
Y8Mg1Cr7O24,-3.307,-9.3103,0,0.886,0,-2.804119965
Y8Mg2Cr6O24,-3.113,-8.6612,0,0.947,0,-2.784805221
Y8Mg4Cr4O24,-2.762,-7.4868,0,1.042,0,-2.737083732
Y8Mn1Cr7O24,-2.749,-7.4433,0.471,0.502,23.58125292,-2.370042587
Y8Mn2Cr6O24,-2.692,-7.2526,0.504,0.535,32.36845034,-2.342605965
Y8Cr7Ni1O24,-2.353,-6.1184,0.196,0.235,28.40700128,-2.296194436
Y8Cr6Ni2O24,-2.31,-5.9745,0.314,0.353,37.37694705,-2.199552663
Y8Cr8O24,-2.258,-5.8005,2.204,2.232,14.2008055,-2.39807246
Ba2Y6Fe8O24,-1.725,-4.0172,0,1.121,84.72896518,-1.913356538
Ba4Y4Fe8O24,-1.542,-3.4049,0,0.839,120.0264524,-1.723061144
Ca2Y6Fe8O24,-1.815,-4.3183,0,1.19,45.6348093,-1.982846177
Ca4Y4Fe8O24,-1.768,-4.1611,0,0.867,74.81814061,-1.829060423
Dy2Y6Fe8O24,-1.775,-4.1845,1.352,1.427,27.12929863,-2.132614399
Dy4Y4Fe8O24,-1.943,-4.7466,1.354,1.427,34.10036925,-2.132303616
Gd2Y6Fe8O24,-3.026,-8.3701,0,0,0,-2.53210592
Gd4Y4Fe8O24,-3.282,-9.2266,0,0,0,-2.536215409
Y6Ho2Fe8O24,-2.034,-5.0511,1.347,1.42,27.11965388,-2.13386522
Y4Ho4Fe8O24,-1.97,-4.8369,1.355,1.428,34.01532975,-2.134871008
Nd2Y6Fe8O24,-1.793,-4.2447,1.313,1.388,31.76337063,-2.108750139
Nd4Y4Fe8O24,-1.905,-4.6194,1.325,1.399,38.65176325,-2.089291846
Sm2Y6Fe8O24,-1.79,-4.2347,1.313,1.388,29.91570663,-2.117414499
Sm4Y4Fe8O24,-1.887,-4.5592,1.363,1.437,37.78468525,-2.103792316
Sr2Y6Fe8O24,-1.752,-4.1075,0,1.16,49.2018258,-1.963041344
Sr4Y4Fe8O24,-1.662,-3.8064,0,0,70.76592361,-1.800637007
Y8Fe7Co1O24,-2.238,-5.7336,0,0,27.79921436,-2.095038646
Y8Fe6Co2O24,-2.232,-5.7135,0,0.756,29.90345073,-2.062688861
Y8Cr1Fe7O24,-2.202,-5.6132,1.403,1.475,17.21211269,-2.168270029
Y8Cr2Fe6O24,-2.177,-5.5295,1.509,1.581,14.17874738,-2.203702126
Y8Mg1Fe7O24,-3.131,-8.7214,0,0,0,-2.568915785
Y8Mg2Fe6O24,-3.089,-8.5809,0,0,0,-2.575149137
Y8Mg4Fe4O24,-2.863,-7.8247,0,0.243,0,-2.591535093
Y8Mn1Fe7O24,-2.74,-7.4132,0.541,0.577,26.70381011,-2.140128907
Y8Mn2Fe6O24,-2.778,-7.5403,0.397,0.433,33.75589221,-2.146826132
Y8Fe7Ni1O24,-1.87,-4.5023,0,0,37.46802334,-2.067144756
Y8Fe6Ni2O24,-1.898,-4.596,0,1.194,58.14981868,-1.99799233
Y8Fe8O24,-2.145,-5.4224,1.369,1.441,20.138728,-2.132944682
Ba2Y6Ga8O24,-1.415,-2.98,0,2.772,184.3874048,-2.066766973
Ba4Y4Ga8O24,-1.243,-2.4045,0,2.678,267.8544255,-1.845240579
Ca2Y6Ga8O24,-1.206,-2.2807,0,3.638,139.0621585,-2.124650112
Ca4Y4Ga8O24,-1.224,-2.341,0,3.558,207.7571831,-1.930453608
Dy2Y6Ga8O24,-1.067,-1.8157,3.609,3.637,75.6574945,-2.319476834
Dy4Y4Ga8O24,-1.233,-2.3711,3.574,3.601,81.726855,-2.319328051
Gd2Y6Ga8O24,-1.247,-2.4179,3.404,3.432,72.65012738,-2.306993605
Gd4Y4Ga8O24,-1.5,-3.2644,3.371,3.371,75.14562075,-2.294928094
Y6Ho2Ga8O24,-1.319,-2.6588,3.609,3.635,76.50326643,-2.320871655
Y4Ho4Ga8O24,-1.24,-2.3945,3.582,3.609,82.99657195,-2.322070443
Nd2Y6Ga8O24,-1.109,-1.9562,3.493,3.521,76.84371871,-2.294690324
Nd4Y4Ga8O24,-1.231,-2.3644,3.401,3.455,79.07980342,-2.274774531
Sm2Y6Ga8O24,-1.081,-1.8625,3.551,3.578,77.23771408,-2.303766184
Sm4Y4Ga8O24,-1.195,-2.2439,3.519,3.546,82.90154417,-2.289892501
Sr2Y6Ga8O24,-1.224,-2.341,0,3.333,152.1549455,-2.108881779
Sr4Y4Ga8O24,-1.174,-2.1737,0,3.188,221.768007,-1.911091692
Y8Ga7Co1O24,-1.885,-4.5525,0.982,1.035,68.97106961,-2.260480839
Y8Ga6Co2O24,-1.986,-4.8905,0.742,0.795,69.81775523,-2.199872312
Y8Ga4Co4O24,-2.032,-5.0444,0.638,0.692,67.41487645,-2.082751508
Y8Cr1Ga7O24,-1.907,-4.6261,3.211,3.268,62.33246794,-2.329763722
Y8Cr2Ga6O24,-2.088,-5.2317,2.839,2.867,55.14080188,-2.339837827
Y8Cr4Ga4O24,-2.226,-5.6935,2.586,2.614,40.70021975,-2.360043288
Y8Ga7Fe1O24,-1.748,-4.0942,2.506,2.578,60.54108325,-2.299156375
Y8Ga6Fe2O24,-1.817,-4.325,2.364,2.436,52.2740325,-2.277907133
Y8Ga4Fe4O24,-1.824,-4.3484,2.118,2.226,36.096681,-2.235051899
Y8Mg1Ga7O24,-1.165,-2.1436,0,3.902,91.67074296,-2.319571978
Y8Mg2Ga6O24,-1.155,-2.1101,0,4.052,116.7523519,-2.316519339
Y8Mg4Ga4O24,-1.133,-2.0365,0,4.732,166.7978199,-2.310531811
Y8Mn1Ga7O24,-2.503,-6.6202,0.983,1.015,70.45416536,-2.3029926
Y8Mn2Ga6O24,-2.488,-6.5701,0.919,0.983,70.59869671,-2.287081083
Y8Mn4Ga4O24,-2.512,-6.6503,0.95,0.982,65.52025943,-2.260625549
Y8Ga7Ni1O24,-1.764,-4.1477,0.199,0.239,82.24541371,-2.222178949
Y8Ga6Ni2O24,-1.781,-4.2046,0.159,0.159,97.23119343,-2.122403781
Y8Ga4Ni4O24,-1.843,-4.412,0.159,0.199,121.6935029,-1.928362695
Y8Ga8O24,-1.44,-3.0637,3.604,3.63,69.473884,-2.319739867
Ba2Y6Mn8O24,-2.393,-6.2522,0,0,91.10598761,-2.029611338
Ca2Y6Mn8O24,-2.547,-6.7675,0,0,38.19251136,-2.098369227
Ca4Y4Mn8O24,-2.365,-6.1585,0,0,39.11088786,-1.970934723
Dy2Y6Mn8O24,-2.456,-6.463,0.16,0.192,45.49957094,-2.224063699
Dy4Y4Mn8O24,-2.589,-6.908,0.159,0.159,52.14150703,-2.223907166
Gd2Y6Mn8O24,-3.473,-9.8657,0,0,0,-2.582486721
Gd4Y4Mn8O24,-3.726,-10.7122,0,0,0,-2.567355709
Y6Ho2Mn8O24,-2.638,-7.0719,0.159,0.191,46.95075044,-2.22514252
Y4Ho4Mn8O24,-2.603,-6.9548,0.16,0.192,55.08861603,-2.226020058
Nd2Y6Mn8O24,-2.389,-6.2388,0.16,0.192,43.82195669,-2.201371689
Nd4Y4Mn8O24,-2.432,-6.3827,0.127,0.159,45.03777853,-2.182271646
Sm2Y6Mn8O24,-2.427,-6.366,0.16,0.192,42.38549807,-2.209699799
Sm4Y4Mn8O24,-2.484,-6.5567,0.128,0.16,44.40936128,-2.196683366
Sr2Y6Mn8O24,-2.472,-6.5165,0,0,48.24004019,-2.078235644
Sr4Y4Mn8O24,-2.078,-5.1983,0,0,52.55044553,-1.937323057
Y8Mn7Co1O24,-2.634,-7.0585,0.254,0.286,38.17424353,-2.180929222
Y8Mn6Co2O24,-2.46,-6.4764,0.352,0.384,33.9806022,-2.141148461
Y8Mn7Cr1O24,-2.765,-7.4968,0.127,0.158,40.82068744,-2.240906604
Y8Mn6Cr2O24,-2.792,-7.5872,0,0.127,43.94549002,-2.256431226
Y8Mn4Cr4O24,-2.648,-7.1054,0.568,0.599,46.01034518,-2.291665221
Y8Mn7Fe1O24,-2.723,-7.3563,0.144,0.18,38.38155275,-2.210947007
Y8Mn6Fe2O24,-2.697,-7.2693,0.143,0.179,39.12747064,-2.196451782
Y8Mn4Fe4O24,-2.856,-7.8013,0.503,0.539,40.23930643,-2.167841332
Y8Mg1Mn7O24,-3.651,-10.4612,0,0,0,-2.62133586
Y8Mg2Mn6O24,-3.534,-10.0698,0,0,0,-2.635865988
Y8Mg4Mn4O24,-2.13,-5.3723,1.518,1.581,0,-2.678582743
Y8Mn7Ni1O24,-2.6,-6.9448,0,0.119,56.66564979,-2.140031581
Y8Mn6Ni2O24,-2.513,-6.6537,0,0,103.7314147,-2.02658518
Y8Mn8O24,-2.749,-7.4433,0.158,0.158,38.80363486,-2.224274232
Ba2Y6Ni8O24,-1.595,-3.5823,0,0,152.5708865,-1.38114738
Ba4Y4Ni8O24,-1.404,-2.9432,0,0,190.8708784,-1.160741736
Ca2Y6Ni8O24,-1.678,-3.86,0,0.637,123.8495201,-1.453915269
Ca4Y4Ni8O24,-1.518,-3.3246,0,0,166.3476686,-1.278283265
Dy2Y6Ni8O24,-1.527,-3.3547,0,0.928,86.1157898,-1.630353241
Dy4Y4Ni8O24,-1.624,-3.6793,0,0,84.26131862,-1.637648208
Gd2Y6Ni8O24,-2.581,-6.8812,0,0.199,0,-2.197870512
Gd4Y4Ni8O24,-2.794,-7.5939,0,0,0,-2.185725751
Y6Ho2Ni8O24,-1.72,-4.0005,0,0,87.26704216,-1.631795312
Y4Ho4Ni8O24,-1.634,-3.7127,0,0.925,86.51921261,-1.64070685
Nd2Y6Ni8O24,-1.456,-3.1172,0,0,82.62024503,-1.604858481
Nd4Y4Ni8O24,-1.511,-3.3012,0,1.04,73.30236834,-1.590756438
Sm2Y6Ni8O24,-1.476,-3.1841,0,0.968,82.58263368,-1.614902341
Sm4Y4Ni8O24,-1.539,-3.3949,0,1.042,75.67939565,-1.608391908
Sr2Y6Ni8O24,-1.611,-3.6358,0,0,123.2331841,-1.431574936
Sr4Y4Ni8O24,-1.427,-3.0202,0,0,157.6117466,-1.241105849
Y8Co1Ni7O24,-1.794,-4.2481,0,0,70.94302761,-1.664983164
Y8Co2Ni6O24,-1.885,-4.5525,0,0,53.30068351,-1.707653055
Y8Co4Ni4O24,-1.859,-4.4655,0.792,0.792,17.70199531,-1.793306836
Y8Cr1Ni7O24,-1.815,-4.3183,0,0,67.66092594,-1.730909547
Y8Cr2Ni6O24,-1.825,-4.3518,0,0,71.76198016,-1.81448032
Y8Cr4Ni4O24,-2.009,-4.9674,0.628,0.667,37.60933861,-2.023976617
Y8Fe1Ni7O24,-1.746,-4.0875,0,0,110.6647737,-1.6589082
Y8Fe2Ni6O24,-1.721,-4.0038,0,0.637,105.6249257,-1.722622376
Y8Fe4Ni4O24,-1.851,-4.4388,0,1.312,36.22347961,-1.909372478
Y8Mg1Ni7O24,-2.621,-7.015,0,0,0,-2.312051553
Y8Mg2Ni6O24,-2.477,-6.5332,0,0,0,-2.348433831
Y8Mg4Ni4O24,-1.828,-4.3618,0.873,0.912,0,-2.421752639
Y8Mn1Ni7O24,-1.775,-4.1845,0,0,90.16563994,-1.692397175
Y8Mn2Ni6O24,-1.826,-4.3551,0,0.359,31.52290816,-1.822704076
Y8Mn4Ni4O24,-1.749,-4.0975,1.423,1.463,0,-2.024596378
Y8Ni8O24,-1.794,-4.2481,0,0.915,87.83887172,-1.623059774
Ba2Y6Sc8O24,-1.329,-2.6923,0,0,94.60256203,-2.93909071
Ba4Y4Sc8O24,-1.209,-2.2908,0,4.144,126.6161637,-2.741753566
Ca2Y6Sc8O24,-1.182,-2.2004,0,4.354,84.87592237,-2.982486099
Ca4Y4Sc8O24,-1.141,-2.0633,0,4.386,142.3238844,-2.793383345
Dy2Y6Sc8O24,-1.414,-2.9767,4.221,4.251,34.86837846,-3.169718821
Dy4Y4Sc8O24,-1.434,-3.0436,4.243,4.303,41.13790728,-3.168889788
Gd2Y6Sc8O24,-1.472,-3.1707,3.123,3.153,28.07241153,-3.160938842
Gd4Y4Sc8O24,-1.557,-3.4551,3.126,3.156,27.25161269,-3.151754081
Y6Ho2Sc8O24,-1.486,-3.2176,4.215,4.274,37.43527934,-3.170621892
Y4Ho4Sc8O24,-1.463,-3.1406,4.211,4.271,46.35809831,-3.17073943
Nd2Y6Sc8O24,-1.356,-2.7826,4.183,4.243,31.50426003,-3.149843311
Nd4Y4Sc8O24,-1.367,-2.8194,4.169,4.229,30.74580969,-3.132932518
Sm2Y6Sc8O24,-1.374,-2.8428,4.186,4.246,30.59603878,-3.156954171
Sm4Y4Sc8O24,-1.408,-2.9566,4.171,4.23,31.26186719,-3.144821738
Sr2Y6Sc8O24,-1.219,-2.3242,0,4.32,80.17227524,-2.971230766
Sr4Y4Sc8O24,-1.167,-2.1502,0,4.38,120.8658401,-2.782923429
Y8Sc7Co1O24,-1.756,-4.1209,1.128,1.158,37.42219894,-3.000607391
Y8Sc6Co2O24,-1.87,-4.5023,1.041,1.1,45.93718751,-2.831105177
Y8Sc4Co4O24,-1.959,-4.8001,0.927,0.987,57.84091464,-2.497227001
Y8Sc7Cr1O24,-1.799,-4.2648,3.021,3.081,29.36909727,-3.071304773
Y8Sc6Cr2O24,-1.953,-4.78,2.881,2.94,29.23073416,-2.973100193
Y8Sc4Cr4O24,-2.163,-5.4827,2.801,2.83,24.51250794,-2.781132532
Y8Sc7Fe1O24,-1.699,-3.9302,2.558,2.628,27.15671258,-3.041118426
Y8Sc6Fe2O24,-1.73,-4.0339,2.495,2.565,25.95621478,-2.911577248
Y8Sc4Fe4O24,-1.761,-4.1377,2.403,2.474,20.73746919,-2.655312643
Y8Mg1Sc7O24,-1.216,-2.3142,0,4.354,59.06262229,-3.060757779
Y8Mg2Sc6O24,-1.164,-2.1402,0,4.391,94.00578421,-2.946618204
Y8Mg4Sc4O24,-1.142,-2.0666,0,4.491,160.395108,-2.721836054
Y8Sc7Mn1O24,-2.398,-6.2689,0.808,0.87,36.61104469,-3.045413401
Y8Sc6Mn2O24,-2.395,-6.2589,0.932,0.994,42.696629,-2.922335448
Y8Sc4Mn4O24,-2.292,-5.9143,1.216,1.247,46.76679762,-2.684280543
Y8Sc7Ni1O24,-1.65,-3.7663,0,0,54.02604304,-2.958976
Y8Sc6Ni2O24,-1.762,-4.141,0.117,0.117,80.15612571,-2.746831146
Y8Sc4Ni4O24,-1.827,-4.3585,0.394,0.434,120.061041,-2.334896689
Y8Sc8O24,-1.54,-3.3982,4.202,4.261,28.41671038,-3.170600104
Ba2Y6Ti8O24,-5.063,-15.1855,0,0,66.50124863,-2.781746417
Ba4Y4Ti8O24,-4.602,-13.6431,0,0,70.04323975,-2.735192273
Ca2Y6Ti8O24,-5.161,-15.5134,0,0,17.00030381,-2.846387307
Ca4Y4Ti8O24,-4.934,-14.7539,0,0,0,-2.838364302
Dy2Y6Ti8O24,-5.099,-15.3059,0,0,45.40761163,-2.849604028
Dy4Y4Ti8O24,-5.163,-15.5201,0,0,51.90442725,-2.849106995
Gd2Y6Ti8O24,-5.184,-15.5903,0,0,38.77854738,-2.84270105
Gd4Y4Ti8O24,-5.261,-15.848,0,0,35.37179875,-2.838575539
Y6Ho2Ti8O24,-5.249,-15.8078,0,0,53.68625363,-2.842430599
Y4Ho4Ti8O24,-5.17,-15.5435,0,0,52.42546125,-2.850796387
Nd2Y6Ti8O24,-5.072,-15.2156,0,0,45.06238163,-2.829013518
Nd4Y4Ti8O24,-5.138,-15.4364,0,0,46.69821725,-2.812441726
Sm2Y6Ti8O24,-5.077,-15.2323,0,0,45.32728206,-2.836512628
Sm4Y4Ti8O24,-5.136,-15.4297,0,0,50.02751813,-2.824640445
Sr2Y6Ti8O24,-5.138,-15.4364,0,0,33.46241925,-2.828899724
Sr4Y4Ti8O24,-4.775,-14.2219,0,0,22.8817925,-2.812830636
Y8Ti7Co1O24,-5.075,-15.2256,0,0,89.71351025,-2.78561076
Y8Ti6Co2O24,-4.749,-14.1349,0,0,125.2450069,-2.716144458
Y8Ti4Co4O24,-2.462,-6.4831,1.847,2.056,7.0009685,-2.572621355
Y8Ti7Cr1O24,-5.195,-15.6271,0,0,78.06700275,-2.794202892
Y8Ti6Cr2O24,-5.01,-15.0082,0,0,92.80824163,-2.748581223
Y8Ti4Cr4O24,-4.361,-12.8367,0.279,0.349,54.33410917,-2.650748385
Y8Ti7Fe1O24,-5.133,-15.4197,0,0,77.68295,-2.796142045
Y8Ti6Fe2O24,-4.935,-14.7572,0,0,99.02368613,-2.742365779
Y8Ti4Fe4O24,-2.739,-7.4098,1.821,1.856,13.4709235,-2.633900746
Y8Mg1Ti7O24,-5.144,-15.4565,0,0,27.90730325,-2.870785648
Y8Mg2Ti6O24,-4.968,-14.8676,0,0,19.9708105,-2.888403234
Y8Mg4Ti4O24,-1.598,-3.5923,3.029,3.064,5.974325,-2.921761908
Y8Ti7Mn1O24,-5.132,-15.4163,0,0,65.77979603,-2.80768927
Y8Ti6Mn2O24,-4.987,-14.9312,0,0,78.30398606,-2.763085479
Y8Ti4Mn4O24,-2.916,-8.0021,1.646,1.716,25.1156351,-2.688579647
Y8Ti7Ni1O24,-5.125,-15.3929,0,0,121.7771504,-2.761053119
Y8Ti6Ni2O24,-4.98,-14.9078,0,0,173.1130381,-2.668276427
Y8Ti4Ni4O24,-1.893,-4.5793,2.729,2.768,21.912008,-2.478550792
Y8Ti8O24,-5.267,-15.868,0,0,38.754046,-2.850257811
Ba2Y6V8O24,-3.124,-8.698,0.67,0.71,33.0048005,-2.36963354
Ba4Y4V8O24,-2.921,-8.0188,0.711,0.751,71.75494749,-2.238669896
Ca2Y6V8O24,-3.288,-9.2467,0.514,0.554,0,-2.439623429
Ca4Y4V8O24,-3.037,-8.4069,0.753,0.792,0,-2.360952675
Dy2Y6V8O24,-3.089,-8.5809,1.177,1.216,0,-2.527249401
Dy4Y4V8O24,-3.134,-8.7314,1.173,1.212,0,-2.534124868
Gd2Y6V8O24,-4.28,-12.5657,0,0.116,0,-2.877731422
Gd4Y4V8O24,-4.487,-13.2583,0,0.115,0,-2.875721661
Y6Ho2V8O24,-3.192,-8.9255,1.208,1.247,0,-2.528598472
Y4Ho4V8O24,-3.133,-8.7281,1.213,1.252,0,-2.53664001
Nd2Y6V8O24,-3.038,-8.4102,1.137,1.176,0,-2.503506641
Nd4Y4V8O24,-3.072,-8.524,1.171,1.21,0,-2.489659098
Sm2Y6V8O24,-3.03,-8.3835,1.176,1.215,0,-2.513207001
Sm4Y4V8O24,-3.096,-8.6043,1.171,1.21,0,-2.506913568
Sr2Y6V8O24,-3.328,-9.3805,0.356,0.396,0,-2.417262596
Sr4Y4V8O24,-3.007,-8.3065,0.714,0.754,0,-2.325381509
Y8V7Co1O24,-3.323,-9.3638,0.468,0.507,1.588512594,-2.438274211
Y8V6Co2O24,-3.333,-9.3973,0.634,0.673,8.668871688,-2.376204737
Y8V4Co4O24,-2.639,-7.0753,1.248,1.287,289.029515,-1.977386791
Y8V7Cr1O24,-3.245,-9.1028,1.168,1.207,0,-2.509887593
Y8V6Cr2O24,-3.202,-8.959,1.208,1.247,0,-2.499144503
Y8V4Cr4O24,-3.089,-8.5809,1.441,1.518,0,-2.479298572
Y8V7Fe1O24,-3.242,-9.0928,1.051,1.129,0,-2.479151246
Y8V6Fe2O24,-3.214,-8.9991,0.594,0.633,28.89577977,-2.381506058
Y8V4Fe4O24,-3.01,-8.3166,1.018,1.096,0,-2.353865433
Y8Mg1V7O24,-4.292,-12.6059,0,0,0,-2.915307849
Y8Mg2V6O24,-4.102,-11.9702,0,0,0,-2.904379764
Y8Mg4V4O24,-3.72,-10.6921,0,0.235,0,-2.873537094
Y8Mn1V7O24,-2.899,-7.9452,0.666,0.706,36.55454693,-2.434824221
Y8Mn2V6O24,-2.952,-8.1225,0.509,0.549,33.52619036,-2.414379508
Y8Mn4V4O24,-2.99,-8.2496,0.509,0.548,19.41019935,-2.374837333
Y8V7Ni1O24,-3.373,-9.5311,0.514,0.554,0,-2.44153832
Y8V6Ni2O24,-3.333,-9.3973,0,0,47.20790294,-2.337665706
Y8V4Ni4O24,-2.554,-6.7909,1.308,1.387,23.809066,-2.203027479
Y8V8O24,-3.275,-9.2032,1.166,1.205,0,-2.520681434
